LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
DNK,GDPHRWKD,TOT,IDX2010,A,2009,96.233833,
DNK,GDPHRWKD,TOT,IDX2010,A,2010,100,
DNK,GDPHRWKD,TOT,IDX2010,A,2011,100.346254,
DNK,GDPHRWKD,TOT,IDX2010,A,2012,102.264117,
DNK,GDPHRWKD,TOT,IDX2010,A,2013,103.068264,
DNK,GDPHRWKD,TOT,IDX2010,A,2014,104.700969,
DNK,GDPHRWKD,TOT,IDX2010,A,2015,106.196093,
DNK,GDPHRWKD,TOT,IDX2010,A,2016,106.742312,
DNK,GDPHRWKD,TOT,IDX2010,A,2017,107.957032,
FIN,GDPHRWKD,TOT,IDX2010,A,1970,31.34002,
FIN,GDPHRWKD,TOT,IDX2010,A,1971,32.875972,
FIN,GDPHRWKD,TOT,IDX2010,A,1972,35.387523,
FIN,GDPHRWKD,TOT,IDX2010,A,1973,37.471814,
FIN,GDPHRWKD,TOT,IDX2010,A,1974,38.676613,
FIN,GDPHRWKD,TOT,IDX2010,A,1975,39.762459,
FIN,GDPHRWKD,TOT,IDX2010,A,1976,40.330868,
FIN,GDPHRWKD,TOT,IDX2010,A,1977,41.356026,
FIN,GDPHRWKD,TOT,IDX2010,A,1978,42.841635,
FIN,GDPHRWKD,TOT,IDX2010,A,1979,45.489293,
FIN,GDPHRWKD,TOT,IDX2010,A,1980,47.087421,
FIN,GDPHRWKD,TOT,IDX2010,A,1981,46.962582,
FIN,GDPHRWKD,TOT,IDX2010,A,1982,48.252086,
FIN,GDPHRWKD,TOT,IDX2010,A,1983,50.052495,
FIN,GDPHRWKD,TOT,IDX2010,A,1984,51.600413,
FIN,GDPHRWKD,TOT,IDX2010,A,1985,53.351665,
FIN,GDPHRWKD,TOT,IDX2010,A,1986,55.61733,
FIN,GDPHRWKD,TOT,IDX2010,A,1987,57.09758,
FIN,GDPHRWKD,TOT,IDX2010,A,1988,59.206218,
FIN,GDPHRWKD,TOT,IDX2010,A,1989,61.772474,
FIN,GDPHRWKD,TOT,IDX2010,A,1990,63.662367,
FIN,GDPHRWKD,TOT,IDX2010,A,1991,64.259354,
FIN,GDPHRWKD,TOT,IDX2010,A,1992,66.625011,
FIN,GDPHRWKD,TOT,IDX2010,A,1993,70.230924,
FIN,GDPHRWKD,TOT,IDX2010,A,1994,73.211536,
FIN,GDPHRWKD,TOT,IDX2010,A,1995,74.906916,
FIN,GDPHRWKD,TOT,IDX2010,A,1996,76.60172,
FIN,GDPHRWKD,TOT,IDX2010,A,1997,79.143001,
FIN,GDPHRWKD,TOT,IDX2010,A,1998,82.396894,
FIN,GDPHRWKD,TOT,IDX2010,A,1999,83.829199,
FIN,GDPHRWKD,TOT,IDX2010,A,2000,87.420446,
FIN,GDPHRWKD,TOT,IDX2010,A,2001,89.395258,
FIN,GDPHRWKD,TOT,IDX2010,A,2002,90.384302,
FIN,GDPHRWKD,TOT,IDX2010,A,2003,92.516377,
FIN,GDPHRWKD,TOT,IDX2010,A,2004,95.49142,
FIN,GDPHRWKD,TOT,IDX2010,A,2005,97.222396,
FIN,GDPHRWKD,TOT,IDX2010,A,2006,99.597111,
FIN,GDPHRWKD,TOT,IDX2010,A,2007,102.661059,
FIN,GDPHRWKD,TOT,IDX2010,A,2008,101.568532,
FIN,GDPHRWKD,TOT,IDX2010,A,2009,96.839785,
FIN,GDPHRWKD,TOT,IDX2010,A,2010,100,
FIN,GDPHRWKD,TOT,IDX2010,A,2011,101.601988,
FIN,GDPHRWKD,TOT,IDX2010,A,2012,100.014239,
FIN,GDPHRWKD,TOT,IDX2010,A,2013,100.615998,
FIN,GDPHRWKD,TOT,IDX2010,A,2014,100.662655,
FIN,GDPHRWKD,TOT,IDX2010,A,2015,100.882228,
FIN,GDPHRWKD,TOT,IDX2010,A,2016,103.079815,
FIN,GDPHRWKD,TOT,IDX2010,A,2017,104.970188,
FRA,GDPHRWKD,TOT,IDX2010,A,1970,38.242956,
FRA,GDPHRWKD,TOT,IDX2010,A,1971,40.144094,
FRA,GDPHRWKD,TOT,IDX2010,A,1972,42.84352,
FRA,GDPHRWKD,TOT,IDX2010,A,1973,45.31727,
FRA,GDPHRWKD,TOT,IDX2010,A,1974,47.628019,
FRA,GDPHRWKD,TOT,IDX2010,A,1975,48.19968,
FRA,GDPHRWKD,TOT,IDX2010,A,1976,49.190519,
FRA,GDPHRWKD,TOT,IDX2010,A,1977,51.497606,
FRA,GDPHRWKD,TOT,IDX2010,A,1978,54.144275,
FRA,GDPHRWKD,TOT,IDX2010,A,1979,55.79768,
FRA,GDPHRWKD,TOT,IDX2010,A,1980,56.714617,
FRA,GDPHRWKD,TOT,IDX2010,A,1981,58.039454,
FRA,GDPHRWKD,TOT,IDX2010,A,1982,61.803493,
FRA,GDPHRWKD,TOT,IDX2010,A,1983,63.306932,
FRA,GDPHRWKD,TOT,IDX2010,A,1984,64.850343,
FRA,GDPHRWKD,TOT,IDX2010,A,1985,67.456748,
FRA,GDPHRWKD,TOT,IDX2010,A,1986,68.946175,
FRA,GDPHRWKD,TOT,IDX2010,A,1987,69.626067,
FRA,GDPHRWKD,TOT,IDX2010,A,1988,71.874595,
FRA,GDPHRWKD,TOT,IDX2010,A,1989,74.436383,
FRA,GDPHRWKD,TOT,IDX2010,A,1990,76.221734,
FRA,GDPHRWKD,TOT,IDX2010,A,1991,77.176754,
FRA,GDPHRWKD,TOT,IDX2010,A,1992,79.034333,
FRA,GDPHRWKD,TOT,IDX2010,A,1993,79.7698,
FRA,GDPHRWKD,TOT,IDX2010,A,1994,81.415771,
FRA,GDPHRWKD,TOT,IDX2010,A,1995,83.440269,
FRA,GDPHRWKD,TOT,IDX2010,A,1996,84.349457,
FRA,GDPHRWKD,TOT,IDX2010,A,1997,85.745134,
FRA,GDPHRWKD,TOT,IDX2010,A,1998,87.866088,
FRA,GDPHRWKD,TOT,IDX2010,A,1999,89.132277,
FRA,GDPHRWKD,TOT,IDX2010,A,2000,91.49308,
FRA,GDPHRWKD,TOT,IDX2010,A,2001,93.204922,
FRA,GDPHRWKD,TOT,IDX2010,A,2002,95.925989,
FRA,GDPHRWKD,TOT,IDX2010,A,2003,96.473494,
FRA,GDPHRWKD,TOT,IDX2010,A,2004,97.539652,
FRA,GDPHRWKD,TOT,IDX2010,A,2005,98.405401,
FRA,GDPHRWKD,TOT,IDX2010,A,2006,100.855351,
FRA,GDPHRWKD,TOT,IDX2010,A,2007,100.382673,
FRA,GDPHRWKD,TOT,IDX2010,A,2008,99.742223,
FRA,GDPHRWKD,TOT,IDX2010,A,2009,98.722057,
FRA,GDPHRWKD,TOT,IDX2010,A,2010,100,
FRA,GDPHRWKD,TOT,IDX2010,A,2011,101.001301,
FRA,GDPHRWKD,TOT,IDX2010,A,2012,101.331298,
FRA,GDPHRWKD,TOT,IDX2010,A,2013,102.703585,
FRA,GDPHRWKD,TOT,IDX2010,A,2014,103.691799,
FRA,GDPHRWKD,TOT,IDX2010,A,2015,104.533053,
FRA,GDPHRWKD,TOT,IDX2010,A,2016,104.56563,
FRA,GDPHRWKD,TOT,IDX2010,A,2017,105.933901,
DEU,GDPHRWKD,TOT,IDX2010,A,1970,39.585579,
DEU,GDPHRWKD,TOT,IDX2010,A,1971,41.313202,
DEU,GDPHRWKD,TOT,IDX2010,A,1972,43.37186,
DEU,GDPHRWKD,TOT,IDX2010,A,1973,45.584253,
DEU,GDPHRWKD,TOT,IDX2010,A,1974,47.424565,
DEU,GDPHRWKD,TOT,IDX2010,A,1975,49.20891,
DEU,GDPHRWKD,TOT,IDX2010,A,1976,51.503169,
DEU,GDPHRWKD,TOT,IDX2010,A,1977,53.624124,
DEU,GDPHRWKD,TOT,IDX2010,A,1978,55.279573,
DEU,GDPHRWKD,TOT,IDX2010,A,1979,56.862403,
DEU,GDPHRWKD,TOT,IDX2010,A,1980,57.341121,
DEU,GDPHRWKD,TOT,IDX2010,A,1981,58.29441,
DEU,GDPHRWKD,TOT,IDX2010,A,1982,58.897553,
DEU,GDPHRWKD,TOT,IDX2010,A,1983,60.830001,
DEU,GDPHRWKD,TOT,IDX2010,A,1984,62.436636,
DEU,GDPHRWKD,TOT,IDX2010,A,1985,63.877308,
DEU,GDPHRWKD,TOT,IDX2010,A,1986,64.845197,
DEU,GDPHRWKD,TOT,IDX2010,A,1987,65.732232,
DEU,GDPHRWKD,TOT,IDX2010,A,1988,67.427822,
DEU,GDPHRWKD,TOT,IDX2010,A,1989,69.774358,
DEU,GDPHRWKD,TOT,IDX2010,A,1990,72.239878,
DEU,GDPHRWKD,TOT,IDX2010,A,1991,74.75145,
DEU,GDPHRWKD,TOT,IDX2010,A,1992,76.646137,
DEU,GDPHRWKD,TOT,IDX2010,A,1993,78.066213,
DEU,GDPHRWKD,TOT,IDX2010,A,1994,80.18419,
DEU,GDPHRWKD,TOT,IDX2010,A,1995,81.726595,
DEU,GDPHRWKD,TOT,IDX2010,A,1996,83.324551,
DEU,GDPHRWKD,TOT,IDX2010,A,1997,85.529018,
DEU,GDPHRWKD,TOT,IDX2010,A,1998,86.527296,
DEU,GDPHRWKD,TOT,IDX2010,A,1999,87.708508,
DEU,GDPHRWKD,TOT,IDX2010,A,2000,89.926302,
DEU,GDPHRWKD,TOT,IDX2010,A,2001,92.341573,
DEU,GDPHRWKD,TOT,IDX2010,A,2002,93.474978,
DEU,GDPHRWKD,TOT,IDX2010,A,2003,94.23223,
DEU,GDPHRWKD,TOT,IDX2010,A,2004,95.17113,
DEU,GDPHRWKD,TOT,IDX2010,A,2005,96.613922,
DEU,GDPHRWKD,TOT,IDX2010,A,2006,98.473053,
DEU,GDPHRWKD,TOT,IDX2010,A,2007,99.966559,
DEU,GDPHRWKD,TOT,IDX2010,A,2008,100.153984,
DEU,GDPHRWKD,TOT,IDX2010,A,2009,97.586251,
DEU,GDPHRWKD,TOT,IDX2010,A,2010,100,
DEU,GDPHRWKD,TOT,IDX2010,A,2011,102.056115,
DEU,GDPHRWKD,TOT,IDX2010,A,2012,102.689448,
DEU,GDPHRWKD,TOT,IDX2010,A,2013,103.491032,
DEU,GDPHRWKD,TOT,IDX2010,A,2014,104.550388,
DEU,GDPHRWKD,TOT,IDX2010,A,2015,105.160511,
DEU,GDPHRWKD,TOT,IDX2010,A,2016,106.650745,
DEU,GDPHRWKD,TOT,IDX2010,A,2017,107.603494,
DEU,GDPHRWKD,TOT,IDX2010,A,2018,107.696618,
GRC,GDPHRWKD,TOT,IDX2010,A,1983,67.988989,
GRC,GDPHRWKD,TOT,IDX2010,A,1984,71.918113,
GRC,GDPHRWKD,TOT,IDX2010,A,1985,71.305569,
GRC,GDPHRWKD,TOT,IDX2010,A,1986,71.834359,
GRC,GDPHRWKD,TOT,IDX2010,A,1987,71.73374,
GRC,GDPHRWKD,TOT,IDX2010,A,1988,74.010146,
GRC,GDPHRWKD,TOT,IDX2010,A,1989,74.977953,
GRC,GDPHRWKD,TOT,IDX2010,A,1990,74.825011,
GRC,GDPHRWKD,TOT,IDX2010,A,1991,77.375595,
GRC,GDPHRWKD,TOT,IDX2010,A,1992,75.807442,
GRC,GDPHRWKD,TOT,IDX2010,A,1993,73.262633,
GRC,GDPHRWKD,TOT,IDX2010,A,1994,74.562081,
GRC,GDPHRWKD,TOT,IDX2010,A,1995,76.092053,
GRC,GDPHRWKD,TOT,IDX2010,A,1996,78.767124,
GRC,GDPHRWKD,TOT,IDX2010,A,1997,82.680942,
GRC,GDPHRWKD,TOT,IDX2010,A,1998,82.267032,
GRC,GDPHRWKD,TOT,IDX2010,A,1999,84.911015,
GRC,GDPHRWKD,TOT,IDX2010,A,2000,87.834585,
GRC,GDPHRWKD,TOT,IDX2010,A,2001,91.416406,
GRC,GDPHRWKD,TOT,IDX2010,A,2002,93.084152,
GRC,GDPHRWKD,TOT,IDX2010,A,2003,97.213837,
GRC,GDPHRWKD,TOT,IDX2010,A,2004,100.156507,
GRC,GDPHRWKD,TOT,IDX2010,A,2005,97.320133,
GRC,GDPHRWKD,TOT,IDX2010,A,2006,101.503428,
GRC,GDPHRWKD,TOT,IDX2010,A,2007,104.136188,
GRC,GDPHRWKD,TOT,IDX2010,A,2008,102.707355,
GRC,GDPHRWKD,TOT,IDX2010,A,2009,100.036745,
GRC,GDPHRWKD,TOT,IDX2010,A,2010,100,
GRC,GDPHRWKD,TOT,IDX2010,A,2011,96.711194,
GRC,GDPHRWKD,TOT,IDX2010,A,2012,94.868433,
GRC,GDPHRWKD,TOT,IDX2010,A,2013,94.085887,
GRC,GDPHRWKD,TOT,IDX2010,A,2014,95.691268,
GRC,GDPHRWKD,TOT,IDX2010,A,2015,94.110026,
GRC,GDPHRWKD,TOT,IDX2010,A,2016,93.541816,
GRC,GDPHRWKD,TOT,IDX2010,A,2017,92.813785,
HUN,GDPHRWKD,TOT,IDX2010,A,1991,47.604458,
HUN,GDPHRWKD,TOT,IDX2010,A,1992,51.526248,
HUN,GDPHRWKD,TOT,IDX2010,A,1993,54.656564,
HUN,GDPHRWKD,TOT,IDX2010,A,1994,53.637763,
HUN,GDPHRWKD,TOT,IDX2010,A,1995,61.97495,B
HUN,GDPHRWKD,TOT,IDX2010,A,1996,62.120533,
HUN,GDPHRWKD,TOT,IDX2010,A,1997,63.341638,
HUN,GDPHRWKD,TOT,IDX2010,A,1998,65.028383,
HUN,GDPHRWKD,TOT,IDX2010,A,1999,64.722468,
HUN,GDPHRWKD,TOT,IDX2010,A,2000,67.02955,
HUN,GDPHRWKD,TOT,IDX2010,A,2001,71.096421,
HUN,GDPHRWKD,TOT,IDX2010,A,2002,73.932374,
HUN,GDPHRWKD,TOT,IDX2010,A,2003,77.829739,
HUN,GDPHRWKD,TOT,IDX2010,A,2004,82.184112,
HUN,GDPHRWKD,TOT,IDX2010,A,2005,86.008518,
HUN,GDPHRWKD,TOT,IDX2010,A,2006,89.090365,
HUN,GDPHRWKD,TOT,IDX2010,A,2007,89.562746,
HUN,GDPHRWKD,TOT,IDX2010,A,2008,91.990922,
HUN,GDPHRWKD,TOT,IDX2010,A,2009,88.953341,
HUN,GDPHRWKD,TOT,IDX2010,A,2010,100,B
HUN,GDPHRWKD,TOT,IDX2010,A,2011,102.062344,
HUN,GDPHRWKD,TOT,IDX2010,A,2012,101.376421,
HUN,GDPHRWKD,TOT,IDX2010,A,2013,102.691312,
HUN,GDPHRWKD,TOT,IDX2010,A,2014,101.678627,
HUN,GDPHRWKD,TOT,IDX2010,A,2015,102.967724,
HUN,GDPHRWKD,TOT,IDX2010,A,2016,101.538651,
HUN,GDPHRWKD,TOT,IDX2010,A,2017,104.766412,
ISL,GDPHRWKD,TOT,IDX2010,A,1970,33.51149,
ISL,GDPHRWKD,TOT,IDX2010,A,1971,36.889393,
ISL,GDPHRWKD,TOT,IDX2010,A,1972,38.723664,
ISL,GDPHRWKD,TOT,IDX2010,A,1973,40.633299,
ISL,GDPHRWKD,TOT,IDX2010,A,1974,42.111078,
ISL,GDPHRWKD,TOT,IDX2010,A,1975,42.169804,
ISL,GDPHRWKD,TOT,IDX2010,A,1976,43.901484,
ISL,GDPHRWKD,TOT,IDX2010,A,1977,48.733479,
ISL,GDPHRWKD,TOT,IDX2010,A,1978,51.258607,
ISL,GDPHRWKD,TOT,IDX2010,A,1979,53.789524,
ISL,GDPHRWKD,TOT,IDX2010,A,1980,55.487497,
ISL,GDPHRWKD,TOT,IDX2010,A,1981,55.192617,
ISL,GDPHRWKD,TOT,IDX2010,A,1982,54.893982,
ISL,GDPHRWKD,TOT,IDX2010,A,1983,53.224523,
ISL,GDPHRWKD,TOT,IDX2010,A,1984,54.725759,
ISL,GDPHRWKD,TOT,IDX2010,A,1985,54.572496,
ISL,GDPHRWKD,TOT,IDX2010,A,1986,56.470211,
ISL,GDPHRWKD,TOT,IDX2010,A,1987,57.997992,
ISL,GDPHRWKD,TOT,IDX2010,A,1988,59.449002,
ISL,GDPHRWKD,TOT,IDX2010,A,1989,60.643786,
ISL,GDPHRWKD,TOT,IDX2010,A,1990,62.30189,
ISL,GDPHRWKD,TOT,IDX2010,A,1991,62.066449,
ISL,GDPHRWKD,TOT,IDX2010,A,1992,59.972393,
ISL,GDPHRWKD,TOT,IDX2010,A,1993,60.367274,
ISL,GDPHRWKD,TOT,IDX2010,A,1994,63.099472,
ISL,GDPHRWKD,TOT,IDX2010,A,1995,61.852806,
ISL,GDPHRWKD,TOT,IDX2010,A,1996,64.049841,
ISL,GDPHRWKD,TOT,IDX2010,A,1997,67.69335,
ISL,GDPHRWKD,TOT,IDX2010,A,1998,70.400291,
ISL,GDPHRWKD,TOT,IDX2010,A,1999,71.523448,
ISL,GDPHRWKD,TOT,IDX2010,A,2000,71.336339,
ISL,GDPHRWKD,TOT,IDX2010,A,2001,72.440463,
ISL,GDPHRWKD,TOT,IDX2010,A,2002,75.527316,
ISL,GDPHRWKD,TOT,IDX2010,A,2003,78.602639,
ISL,GDPHRWKD,TOT,IDX2010,A,2004,84.918018,
ISL,GDPHRWKD,TOT,IDX2010,A,2005,87.869849,
ISL,GDPHRWKD,TOT,IDX2010,A,2006,88.573347,
ISL,GDPHRWKD,TOT,IDX2010,A,2007,93.913663,
ISL,GDPHRWKD,TOT,IDX2010,A,2008,94.926718,
ISL,GDPHRWKD,TOT,IDX2010,A,2009,101.697627,
ISL,GDPHRWKD,TOT,IDX2010,A,2010,100,
ISL,GDPHRWKD,TOT,IDX2010,A,2011,100.028328,
ISL,GDPHRWKD,TOT,IDX2010,A,2012,100.451457,
ISL,GDPHRWKD,TOT,IDX2010,A,2013,101.999405,
ISL,GDPHRWKD,TOT,IDX2010,A,2014,102.128558,
ISL,GDPHRWKD,TOT,IDX2010,A,2015,103.668022,
ISL,GDPHRWKD,TOT,IDX2010,A,2016,107.071315,
ISL,GDPHRWKD,TOT,IDX2010,A,2017,107.851137,
IRL,GDPHRWKD,TOT,IDX2010,A,1970,20.682499,
IRL,GDPHRWKD,TOT,IDX2010,A,1971,21.312328,
IRL,GDPHRWKD,TOT,IDX2010,A,1972,23.179611,
IRL,GDPHRWKD,TOT,IDX2010,A,1973,24.064347,
IRL,GDPHRWKD,TOT,IDX2010,A,1974,25.14199,
IRL,GDPHRWKD,TOT,IDX2010,A,1975,26.890956,
IRL,GDPHRWKD,TOT,IDX2010,A,1976,27.579751,
IRL,GDPHRWKD,TOT,IDX2010,A,1977,29.313725,
IRL,GDPHRWKD,TOT,IDX2010,A,1978,31.354366,
IRL,GDPHRWKD,TOT,IDX2010,A,1979,31.056179,
IRL,GDPHRWKD,TOT,IDX2010,A,1980,32.906237,
IRL,GDPHRWKD,TOT,IDX2010,A,1981,34.612759,
IRL,GDPHRWKD,TOT,IDX2010,A,1982,35.66996,
IRL,GDPHRWKD,TOT,IDX2010,A,1983,36.075313,
IRL,GDPHRWKD,TOT,IDX2010,A,1984,38.687394,
IRL,GDPHRWKD,TOT,IDX2010,A,1985,39.919659,
IRL,GDPHRWKD,TOT,IDX2010,A,1986,39.334559,
IRL,GDPHRWKD,TOT,IDX2010,A,1987,41.331784,
IRL,GDPHRWKD,TOT,IDX2010,A,1988,43.298006,
IRL,GDPHRWKD,TOT,IDX2010,A,1989,45.708305,
IRL,GDPHRWKD,TOT,IDX2010,A,1990,47.763168,
IRL,GDPHRWKD,TOT,IDX2010,A,1991,49.682087,
IRL,GDPHRWKD,TOT,IDX2010,A,1992,52.172208,
IRL,GDPHRWKD,TOT,IDX2010,A,1993,53.48997,
IRL,GDPHRWKD,TOT,IDX2010,A,1994,54.787051,
IRL,GDPHRWKD,TOT,IDX2010,A,1995,57.487397,
IRL,GDPHRWKD,TOT,IDX2010,A,1996,60.028365,
IRL,GDPHRWKD,TOT,IDX2010,A,1997,63.695879,
IRL,GDPHRWKD,TOT,IDX2010,A,1998,64.873172,
IRL,GDPHRWKD,TOT,IDX2010,A,1999,67.79225,
IRL,GDPHRWKD,TOT,IDX2010,A,2000,71.423592,
IRL,GDPHRWKD,TOT,IDX2010,A,2001,73.638058,
IRL,GDPHRWKD,TOT,IDX2010,A,2002,77.851198,
IRL,GDPHRWKD,TOT,IDX2010,A,2003,79.547288,
IRL,GDPHRWKD,TOT,IDX2010,A,2004,82.581833,
IRL,GDPHRWKD,TOT,IDX2010,A,2005,83.091784,
IRL,GDPHRWKD,TOT,IDX2010,A,2006,84.001605,
IRL,GDPHRWKD,TOT,IDX2010,A,2007,85.30598,
IRL,GDPHRWKD,TOT,IDX2010,A,2008,83.408412,
IRL,GDPHRWKD,TOT,IDX2010,A,2009,87.846203,
IRL,GDPHRWKD,TOT,IDX2010,A,2010,100,B
IRL,GDPHRWKD,TOT,IDX2010,A,2011,104.441379,
IRL,GDPHRWKD,TOT,IDX2010,A,2012,104.615253,
IRL,GDPHRWKD,TOT,IDX2010,A,2013,103.049021,
IRL,GDPHRWKD,TOT,IDX2010,A,2014,108.040836,
IRL,GDPHRWKD,TOT,IDX2010,A,2015,130.359656,
IRL,GDPHRWKD,TOT,IDX2010,A,2016,132.282315,
IRL,GDPHRWKD,TOT,IDX2010,A,2017,138.367516,B
ITA,GDPHRWKD,TOT,IDX2010,A,1970,48.19373,
ITA,GDPHRWKD,TOT,IDX2010,A,1971,50.348208,
ITA,GDPHRWKD,TOT,IDX2010,A,1972,52.842453,
ITA,GDPHRWKD,TOT,IDX2010,A,1973,56.281337,
ITA,GDPHRWKD,TOT,IDX2010,A,1974,59.397712,
ITA,GDPHRWKD,TOT,IDX2010,A,1975,58.584272,
ITA,GDPHRWKD,TOT,IDX2010,A,1976,62.198263,
ITA,GDPHRWKD,TOT,IDX2010,A,1977,64.77953,
ITA,GDPHRWKD,TOT,IDX2010,A,1978,67.016944,
ITA,GDPHRWKD,TOT,IDX2010,A,1979,70.47706,
ITA,GDPHRWKD,TOT,IDX2010,A,1980,71.815463,
ITA,GDPHRWKD,TOT,IDX2010,A,1981,72.236102,
ITA,GDPHRWKD,TOT,IDX2010,A,1982,71.946116,
ITA,GDPHRWKD,TOT,IDX2010,A,1983,72.581539,
ITA,GDPHRWKD,TOT,IDX2010,A,1984,75.344081,
ITA,GDPHRWKD,TOT,IDX2010,A,1985,76.87042,
ITA,GDPHRWKD,TOT,IDX2010,A,1986,78.173879,
ITA,GDPHRWKD,TOT,IDX2010,A,1987,79.669573,
ITA,GDPHRWKD,TOT,IDX2010,A,1988,81.970567,
ITA,GDPHRWKD,TOT,IDX2010,A,1989,84.885754,
ITA,GDPHRWKD,TOT,IDX2010,A,1990,85.703358,
ITA,GDPHRWKD,TOT,IDX2010,A,1991,85.743008,
ITA,GDPHRWKD,TOT,IDX2010,A,1992,86.942947,
ITA,GDPHRWKD,TOT,IDX2010,A,1993,88.587444,
ITA,GDPHRWKD,TOT,IDX2010,A,1994,92.308533,
ITA,GDPHRWKD,TOT,IDX2010,A,1995,95.045129,
ITA,GDPHRWKD,TOT,IDX2010,A,1996,95.171251,
ITA,GDPHRWKD,TOT,IDX2010,A,1997,96.925319,
ITA,GDPHRWKD,TOT,IDX2010,A,1998,96.798646,
ITA,GDPHRWKD,TOT,IDX2010,A,1999,97.421926,
ITA,GDPHRWKD,TOT,IDX2010,A,2000,100.150874,
ITA,GDPHRWKD,TOT,IDX2010,A,2001,100.672664,
ITA,GDPHRWKD,TOT,IDX2010,A,2002,99.863239,
ITA,GDPHRWKD,TOT,IDX2010,A,2003,99.152926,
ITA,GDPHRWKD,TOT,IDX2010,A,2004,100.140151,
ITA,GDPHRWKD,TOT,IDX2010,A,2005,100.709455,
ITA,GDPHRWKD,TOT,IDX2010,A,2006,100.716996,
ITA,GDPHRWKD,TOT,IDX2010,A,2007,100.635201,
ITA,GDPHRWKD,TOT,IDX2010,A,2008,99.976324,
ITA,GDPHRWKD,TOT,IDX2010,A,2009,97.799705,
ITA,GDPHRWKD,TOT,IDX2010,A,2010,100,
ITA,GDPHRWKD,TOT,IDX2010,A,2011,100.492032,
ITA,GDPHRWKD,TOT,IDX2010,A,2012,100.174131,
ITA,GDPHRWKD,TOT,IDX2010,A,2013,101.08686,
ITA,GDPHRWKD,TOT,IDX2010,A,2014,101.272346,
ITA,GDPHRWKD,TOT,IDX2010,A,2015,101.49606,
ITA,GDPHRWKD,TOT,IDX2010,A,2016,101.085454,
ITA,GDPHRWKD,TOT,IDX2010,A,2017,101.59286,
JPN,GDPHRWKD,TOT,IDX2010,A,1970,31.660806,
JPN,GDPHRWKD,TOT,IDX2010,A,1971,32.975145,
JPN,GDPHRWKD,TOT,IDX2010,A,1972,35.740211,
JPN,GDPHRWKD,TOT,IDX2010,A,1973,38.221156,
JPN,GDPHRWKD,TOT,IDX2010,A,1974,39.047733,
JPN,GDPHRWKD,TOT,IDX2010,A,1975,40.831848,
JPN,GDPHRWKD,TOT,IDX2010,A,1976,41.79372,
JPN,GDPHRWKD,TOT,IDX2010,A,1977,43.09115,
JPN,GDPHRWKD,TOT,IDX2010,A,1978,45.051685,
JPN,GDPHRWKD,TOT,IDX2010,A,1979,46.972239,
JPN,GDPHRWKD,TOT,IDX2010,A,1980,48.077003,
JPN,GDPHRWKD,TOT,IDX2010,A,1981,50.075987,
JPN,GDPHRWKD,TOT,IDX2010,A,1982,51.364189,
JPN,GDPHRWKD,TOT,IDX2010,A,1983,52.605933,
JPN,GDPHRWKD,TOT,IDX2010,A,1984,54.449803,
JPN,GDPHRWKD,TOT,IDX2010,A,1985,57.398906,
JPN,GDPHRWKD,TOT,IDX2010,A,1986,58.894075,
JPN,GDPHRWKD,TOT,IDX2010,A,1987,61.466085,
JPN,GDPHRWKD,TOT,IDX2010,A,1988,65.007314,
JPN,GDPHRWKD,TOT,IDX2010,A,1989,67.889463,
JPN,GDPHRWKD,TOT,IDX2010,A,1990,71.387154,
JPN,GDPHRWKD,TOT,IDX2010,A,1991,73.550465,
JPN,GDPHRWKD,TOT,IDX2010,A,1992,74.578336,
JPN,GDPHRWKD,TOT,IDX2010,A,1993,76.240284,
JPN,GDPHRWKD,TOT,IDX2010,A,1994,77.194403,
JPN,GDPHRWKD,TOT,IDX2010,A,1995,79.625943,
JPN,GDPHRWKD,TOT,IDX2010,A,1996,81.665818,
JPN,GDPHRWKD,TOT,IDX2010,A,1997,83.141499,
JPN,GDPHRWKD,TOT,IDX2010,A,1998,84.193881,
JPN,GDPHRWKD,TOT,IDX2010,A,1999,86.627772,
JPN,GDPHRWKD,TOT,IDX2010,A,2000,89.14667,
JPN,GDPHRWKD,TOT,IDX2010,A,2001,90.433465,
JPN,GDPHRWKD,TOT,IDX2010,A,2002,92.169896,
JPN,GDPHRWKD,TOT,IDX2010,A,2003,93.477245,
JPN,GDPHRWKD,TOT,IDX2010,A,2004,95.63376,
JPN,GDPHRWKD,TOT,IDX2010,A,2005,97.102924,
JPN,GDPHRWKD,TOT,IDX2010,A,2006,97.304897,
JPN,GDPHRWKD,TOT,IDX2010,A,2007,98.081732,
JPN,GDPHRWKD,TOT,IDX2010,A,2008,97.92474,
JPN,GDPHRWKD,TOT,IDX2010,A,2009,96.836779,
JPN,GDPHRWKD,TOT,IDX2010,A,2010,100,
JPN,GDPHRWKD,TOT,IDX2010,A,2011,100.233283,
JPN,GDPHRWKD,TOT,IDX2010,A,2012,101.170467,
JPN,GDPHRWKD,TOT,IDX2010,A,2013,103.259424,
JPN,GDPHRWKD,TOT,IDX2010,A,2014,103.339128,
JPN,GDPHRWKD,TOT,IDX2010,A,2015,104.892465,
JPN,GDPHRWKD,TOT,IDX2010,A,2016,105.18157,
JPN,GDPHRWKD,TOT,IDX2010,A,2017,106.177805,E
KOR,GDPHRWKD,TOT,IDX2010,A,1970,11.163598,
KOR,GDPHRWKD,TOT,IDX2010,A,1971,11.633798,
KOR,GDPHRWKD,TOT,IDX2010,A,1972,11.662903,
